,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,city,churn,type_of_plan,highest_level_education,work_status,sex,relationship_status,payment_per_month,weeks_since_claim,open_policies,Renew_Offer_Type,reachability,type_of_vehicle
201,201,201,201,201,201,201,201,201,Cape_coast,Yes,extended_plan,Bachelor,Retired,female,Single,246,4,1,1,contacting_agent,SUV
202,202,202,202,202,202,202,202,202,Takoradi,No,primary_plan,High School or Below,Employed,female,Married,138,17,1,2,customer_call_centre,4-door_car
203,203,203,203,203,203,203,203,203,Accra,No,primary_plan,College,Unemployed,male,Single,226,86,7,1,contacting_agent,SUV
204,204,204,204,204,204,204,204,204,Accra,No,primary_plan,High School or Below,Unemployed,male,Single,126,0,7,1,customer_call_centre,4-door_car
205,205,205,205,205,205,205,205,205,Accra,No,primary_plan,College,Unemployed,male,Single,232,60,2,1,contacting_agent,SUV
206,206,206,206,206,206,206,206,206,Accra,No,primary_plan,College,Employed,female,Married,144,69,1,2,contacting_branch_directly,4-door_car
207,207,207,207,207,207,207,207,207,Accra,No,premium_plan,College,Employed,male,Married,380,56,3,1,contacting_branch_directly,SUV
208,208,208,208,208,208,208,208,208,Kumasi,No,primary_plan,High School or Below,Employed,female,Divorced,232,43,3,2,contacting_agent,SUV
209,209,209,209,209,209,209,209,209,Tamale,No,extended_plan,Bachelor,Employed,female,Married,156,64,3,3,via_the_web,4-door_car
210,210,210,210,210,210,210,210,210,Accra,No,extended_plan,High School or Below,Employed,male,Single,196,52,1,2,contacting_agent,2-door_car
211,211,211,211,211,211,211,211,211,Accra,Yes,primary_plan,College,Retired,male,Single,134,120,5,1,contacting_agent,4-door_car
212,212,212,212,212,212,212,212,212,Tamale,No,extended_plan,College,Employed,male,Married,190,17,2,2,via_the_web,2-door_car
213,213,213,213,213,213,213,213,213,Accra,No,primary_plan,High School or Below,Employed,female,Single,140,9,3,1,contacting_agent,4-door_car
214,214,214,214,214,214,214,214,214,Takoradi,No,primary_plan,College,Employed,male,Divorced,148,30,1,4,contacting_agent,4-door_car
215,215,215,215,215,215,215,215,215,Kumasi,No,extended_plan,College,Employed,female,Married,170,26,3,4,customer_call_centre,4-door_car
216,216,216,216,216,216,216,216,216,Kumasi,No,premium_plan,College,Employed,male,Married,318,86,1,4,contacting_agent,Sports Car
217,217,217,217,217,217,217,217,217,Kumasi,Yes,extended_plan,High School or Below,Disabled,female,Married,168,4,6,1,contacting_agent,2-door_car
218,218,218,218,218,218,218,218,218,Tamale,Yes,primary_plan,High School or Below,Unemployed,female,Divorced,224,52,3,1,via_the_web,Sports Car
219,219,219,219,219,219,219,219,219,Accra,No,primary_plan,College,Employed,male,Married,144,82,1,2,contacting_branch_directly,4-door_car
220,220,220,220,220,220,220,220,220,Kumasi,No,primary_plan,Bachelor,Employed,female,Married,148,4,3,3,contacting_branch_directly,4-door_car
221,221,221,221,221,221,221,221,221,Accra,No,primary_plan,Bachelor,Employed,male,Divorced,138,4,8,1,customer_call_centre,4-door_car
222,222,222,222,222,222,222,222,222,Cape_coast,No,primary_plan,High School or Below,Employed,male,Divorced,144,39,9,1,customer_call_centre,4-door_car
223,223,223,223,223,223,223,223,223,Tamale,Yes,extended_plan,High School or Below,Employed,male,Single,166,129,7,2,contacting_branch_directly,2-door_car
224,224,224,224,224,224,224,224,224,Kumasi,No,primary_plan,College,Disabled,female,Married,206,99,2,2,customer_call_centre,SUV
225,225,225,225,225,225,225,225,225,Kumasi,No,extended_plan,College,Employed,female,Married,154,30,5,3,contacting_branch_directly,4-door_car
226,226,226,226,226,226,226,226,226,Cape_coast,No,primary_plan,College,Unemployed,male,Single,148,9,9,1,contacting_branch_directly,2-door_car
227,227,227,227,227,227,227,227,227,Cape_coast,Yes,primary_plan,High School or Below,Employed,female,Single,130,64,1,2,contacting_agent,4-door_car
228,228,228,228,228,228,228,228,228,Takoradi,No,primary_plan,High School or Below,Employed,male,Married,228,56,9,1,contacting_agent,SUV
229,229,229,229,229,229,229,229,229,Accra,No,primary_plan,Bachelor,Disabled,male,Married,132,34,9,1,contacting_agent,4-door_car
230,230,230,230,230,230,230,230,230,Takoradi,Yes,primary_plan,Bachelor,Unemployed,female,Married,146,77,5,1,customer_call_centre,4-door_car
231,231,231,231,231,231,231,231,231,Takoradi,Yes,primary_plan,College,Employed,male,Single,128,43,2,2,contacting_agent,2-door_car
232,232,232,232,232,232,232,232,232,Takoradi,No,extended_plan,High School or Below,Employed,male,Married,180,77,2,1,contacting_agent,4-door_car
233,233,233,233,233,233,233,233,233,Kumasi,No,premium_plan,Bachelor,Unemployed,female,Married,304,52,1,1,via_the_web,SUV
234,234,234,234,234,234,234,234,234,Takoradi,No,primary_plan,High School or Below,Unemployed,male,Married,136,82,8,3,customer_call_centre,2-door_car
235,235,235,235,235,235,235,235,235,Accra,No,primary_plan,Bachelor,Employed,male,Married,146,13,8,1,contacting_branch_directly,2-door_car
236,236,236,236,236,236,236,236,236,Accra,No,primary_plan,Bachelor,Employed,female,Married,126,52,2,1,via_the_web,4-door_car
237,237,237,237,237,237,237,237,237,Tamale,No,extended_plan,College,Employed,male,Divorced,272,34,3,2,contacting_branch_directly,SUV
238,238,238,238,238,238,238,238,238,Tamale,No,primary_plan,College,Unemployed,male,Single,122,77,1,2,contacting_agent,4-door_car
239,239,239,239,239,239,239,239,239,Tamale,No,primary_plan,Bachelor,Employed,female,Single,126,30,1,2,contacting_agent,4-door_car
240,240,240,240,240,240,240,240,240,Cape_coast,No,primary_plan,High School or Below,Employed,female,Married,132,77,3,2,contacting_agent,2-door_car
241,241,241,241,241,241,241,241,241,Takoradi,No,primary_plan,College,Employed,female,Married,134,95,2,3,contacting_agent,4-door_car
242,242,242,242,242,242,242,242,242,Kumasi,No,primary_plan,College,Unemployed,female,Divorced,128,56,4,1,contacting_branch_directly,4-door_car
243,243,243,243,243,243,243,243,243,Accra,No,extended_plan,College,Employed,male,Married,168,26,5,2,via_the_web,2-door_car
244,244,244,244,244,244,244,244,244,Accra,No,extended_plan,College,Unemployed,female,Single,182,9,1,1,contacting_agent,2-door_car
245,245,245,245,245,245,245,245,245,Accra,No,extended_plan,Bachelor,Disabled,male,Divorced,172,26,1,3,contacting_agent,2-door_car
246,246,246,246,246,246,246,246,246,Takoradi,No,primary_plan,Bachelor,Employed,female,Divorced,128,17,3,4,contacting_agent,4-door_car
247,247,247,247,247,247,247,247,247,Takoradi,No,extended_plan,High School or Below,Unemployed,female,Married,162,13,2,4,customer_call_centre,4-door_car
248,248,248,248,248,248,248,248,248,Kumasi,No,extended_plan,Bachelor,Unemployed,male,Single,490,146,1,1,contacting_branch_directly,luxurious_suv
249,249,249,249,249,249,249,249,249,Accra,No,primary_plan,Master,Employed,male,Married,134,56,2,1,customer_call_centre,4-door_car
250,250,250,250,250,250,250,250,250,Takoradi,No,premium_plan,High School or Below,Retired,female,Divorced,216,56,1,3,via_the_web,2-door_car
251,251,251,251,251,251,251,251,251,Cape_coast,No,primary_plan,Bachelor,Employed,female,Divorced,140,150,2,1,customer_call_centre,2-door_car
252,252,252,252,252,252,252,252,252,Takoradi,No,primary_plan,Doctor,Employed,male,Single,218,56,8,1,customer_call_centre,SUV
253,253,253,253,253,253,253,253,253,Tamale,Yes,primary_plan,College,Retired,female,Divorced,212,108,3,1,contacting_agent,SUV
254,254,254,254,254,254,254,254,254,Kumasi,No,extended_plan,Bachelor,Employed,male,Married,154,90,3,4,customer_call_centre,4-door_car
255,255,255,255,255,255,255,255,255,Cape_coast,Yes,extended_plan,High School or Below,Retired,male,Divorced,266,150,1,2,contacting_agent,SUV
256,256,256,256,256,256,256,256,256,Kumasi,No,extended_plan,Bachelor,Employed,female,Married,270,22,4,1,contacting_agent,SUV
257,257,257,257,257,257,257,257,257,Accra,No,primary_plan,Master,Employed,female,Married,126,77,4,2,customer_call_centre,2-door_car
258,258,258,258,258,258,258,258,258,Tamale,No,extended_plan,Bachelor,Employed,male,Married,168,9,2,3,contacting_branch_directly,4-door_car
259,259,259,259,259,259,259,259,259,Kumasi,No,primary_plan,Bachelor,Employed,female,Divorced,130,129,1,1,contacting_agent,4-door_car
260,260,260,260,260,260,260,260,260,Accra,No,primary_plan,Bachelor,Unemployed,male,Married,124,138,2,1,contacting_agent,4-door_car
261,261,261,261,261,261,261,261,261,Accra,No,primary_plan,College,Employed,female,Married,128,9,5,1,via_the_web,4-door_car
262,262,262,262,262,262,262,262,262,Takoradi,No,primary_plan,College,Medical Leave,female,Divorced,136,120,2,1,via_the_web,4-door_car
263,263,263,263,263,263,263,263,263,Takoradi,No,primary_plan,High School or Below,Employed,male,Married,134,99,4,2,contacting_agent,4-door_car
264,264,264,264,264,264,264,264,264,Accra,No,extended_plan,Bachelor,Employed,male,Married,166,73,6,1,contacting_agent,4-door_car
265,265,265,265,265,265,265,265,265,Kumasi,No,primary_plan,College,Medical Leave,male,Married,126,0,4,1,via_the_web,4-door_car
266,266,266,266,266,266,266,266,266,Takoradi,No,extended_plan,Master,Employed,female,Single,188,120,2,2,customer_call_centre,4-door_car
267,267,267,267,267,267,267,267,267,Takoradi,No,primary_plan,Bachelor,Employed,female,Married,144,90,8,1,contacting_agent,2-door_car
268,268,268,268,268,268,268,268,268,Accra,No,extended_plan,College,Employed,male,Married,172,64,3,4,contacting_agent,4-door_car
269,269,269,269,269,269,269,269,269,Takoradi,No,primary_plan,High School or Below,Unemployed,female,Single,206,86,1,2,customer_call_centre,Sports Car
270,270,270,270,270,270,270,270,270,Cape_coast,No,primary_plan,Master,Medical Leave,female,Married,130,34,2,1,customer_call_centre,2-door_car
271,271,271,271,271,271,271,271,271,Tamale,No,primary_plan,High School or Below,Unemployed,male,Single,226,82,7,1,contacting_branch_directly,SUV
272,272,272,272,272,272,272,272,272,Kumasi,No,premium_plan,High School or Below,Employed,male,Married,206,9,1,4,customer_call_centre,4-door_car
273,273,273,273,273,273,273,273,273,Takoradi,No,extended_plan,High School or Below,Unemployed,female,Married,266,13,1,1,contacting_agent,Sports Car
274,274,274,274,274,274,274,274,274,Tamale,No,extended_plan,Bachelor,Employed,female,Married,256,26,1,2,contacting_agent,SUV
275,275,275,275,275,275,275,275,275,Kumasi,No,primary_plan,Master,Disabled,male,Married,130,64,3,1,via_the_web,2-door_car
276,276,276,276,276,276,276,276,276,Takoradi,No,premium_plan,College,Employed,male,Divorced,222,129,5,1,contacting_branch_directly,4-door_car
277,277,277,277,277,277,277,277,277,Takoradi,No,premium_plan,High School or Below,Employed,female,Married,232,0,4,3,contacting_agent,4-door_car
278,278,278,278,278,278,278,278,278,Accra,No,extended_plan,College,Unemployed,male,Single,152,142,2,3,contacting_branch_directly,2-door_car
279,279,279,279,279,279,279,279,279,Kumasi,No,extended_plan,High School or Below,Employed,female,Married,184,9,1,2,contacting_branch_directly,2-door_car
280,280,280,280,280,280,280,280,280,Cape_coast,No,extended_plan,College,Unemployed,male,Single,178,56,5,1,via_the_web,4-door_car
281,281,281,281,281,281,281,281,281,Accra,No,primary_plan,Bachelor,Unemployed,male,Married,138,90,3,4,via_the_web,2-door_car
282,282,282,282,282,282,282,282,282,Cape_coast,No,primary_plan,High School or Below,Employed,male,Married,142,116,6,1,contacting_agent,4-door_car
283,283,283,283,283,283,283,283,283,Tamale,No,primary_plan,Bachelor,Employed,male,Married,132,82,1,1,contacting_agent,2-door_car
284,284,284,284,284,284,284,284,284,Tamale,No,premium_plan,Bachelor,Employed,male,Single,216,60,3,1,contacting_branch_directly,2-door_car
285,285,285,285,285,285,285,285,285,Takoradi,No,extended_plan,High School or Below,Employed,female,Married,156,108,3,2,customer_call_centre,4-door_car
286,286,286,286,286,286,286,286,286,Takoradi,No,primary_plan,Bachelor,Employed,female,Married,146,99,3,1,customer_call_centre,4-door_car
287,287,287,287,287,287,287,287,287,Accra,No,primary_plan,Bachelor,Unemployed,male,Single,144,0,7,1,contacting_agent,4-door_car
288,288,288,288,288,288,288,288,288,Accra,No,primary_plan,High School or Below,Unemployed,male,Married,228,39,5,1,contacting_agent,Sports Car
289,289,289,289,289,289,289,289,289,Tamale,No,primary_plan,College,Employed,male,Married,126,30,5,2,customer_call_centre,4-door_car
290,290,290,290,290,290,290,290,290,Kumasi,No,premium_plan,Bachelor,Employed,female,Married,224,142,8,3,contacting_branch_directly,4-door_car
291,291,291,291,291,291,291,291,291,Accra,No,extended_plan,High School or Below,Employed,male,Married,182,82,3,4,contacting_agent,4-door_car
292,292,292,292,292,292,292,292,292,Kumasi,No,extended_plan,Master,Employed,male,Married,450,90,8,1,contacting_branch_directly,luxirious_car
293,293,293,293,293,293,293,293,293,Takoradi,No,primary_plan,Bachelor,Unemployed,female,Single,142,26,3,3,via_the_web,4-door_car
294,294,294,294,294,294,294,294,294,Kumasi,No,premium_plan,High School or Below,Disabled,female,Married,236,73,6,1,customer_call_centre,2-door_car
295,295,295,295,295,295,295,295,295,Takoradi,No,primary_plan,Doctor,Employed,male,Single,128,90,1,2,contacting_branch_directly,4-door_car
296,296,296,296,296,296,296,296,296,Accra,No,primary_plan,College,Employed,male,Married,220,146,2,1,contacting_agent,SUV
297,297,297,297,297,297,297,297,297,Tamale,No,primary_plan,Bachelor,Unemployed,female,Married,132,108,1,2,contacting_branch_directly,4-door_car
298,298,298,298,298,298,298,298,298,Takoradi,No,primary_plan,College,Employed,male,Married,144,0,9,2,contacting_branch_directly,4-door_car
299,299,299,299,299,299,299,299,299,Kumasi,No,premium_plan,High School or Below,Unemployed,male,Divorced,202,69,8,3,via_the_web,4-door_car
300,300,300,300,300,300,300,300,300,Accra,No,primary_plan,College,Employed,male,Married,134,142,1,2,contacting_agent,4-door_car
301,301,301,301,301,301,301,301,301,Cape_coast,No,primary_plan,Bachelor,Employed,male,Married,136,64,8,4,via_the_web,4-door_car
302,302,302,302,302,302,302,302,302,Kumasi,Yes,primary_plan,High School or Below,Retired,male,Married,234,73,9,1,via_the_web,Sports Car
303,303,303,303,303,303,303,303,303,Tamale,No,primary_plan,College,Employed,female,Married,224,30,2,1,contacting_agent,SUV
304,304,304,304,304,304,304,304,304,Kumasi,No,extended_plan,Bachelor,Unemployed,female,Single,160,103,1,1,customer_call_centre,4-door_car
305,305,305,305,305,305,305,305,305,Tamale,Yes,primary_plan,College,Unemployed,female,Divorced,236,60,4,1,contacting_agent,SUV
306,306,306,306,306,306,306,306,306,Accra,No,primary_plan,Bachelor,Unemployed,male,Married,232,0,2,2,customer_call_centre,SUV
307,307,307,307,307,307,307,307,307,Kumasi,No,extended_plan,College,Employed,male,Single,264,34,3,3,via_the_web,SUV
308,308,308,308,308,308,308,308,308,Kumasi,Yes,premium_plan,Bachelor,Employed,female,Divorced,222,77,1,2,contacting_agent,4-door_car
309,309,309,309,309,309,309,309,309,Accra,Yes,primary_plan,Bachelor,Employed,female,Married,134,13,6,2,customer_call_centre,4-door_car
310,310,310,310,310,310,310,310,310,Kumasi,No,primary_plan,Bachelor,Employed,male,Married,122,22,6,1,contacting_agent,4-door_car
311,311,311,311,311,311,311,311,311,Kumasi,Yes,primary_plan,High School or Below,Employed,female,Married,220,26,1,1,contacting_agent,SUV
312,312,312,312,312,312,312,312,312,Accra,No,primary_plan,High School or Below,Employed,male,Married,146,13,6,4,contacting_agent,4-door_car
313,313,313,313,313,313,313,313,313,Kumasi,No,primary_plan,Doctor,Employed,female,Married,232,34,3,3,customer_call_centre,SUV
314,314,314,314,314,314,314,314,314,Kumasi,No,premium_plan,Master,Employed,female,Divorced,212,43,3,1,contacting_branch_directly,4-door_car
315,315,315,315,315,315,315,315,315,Kumasi,No,premium_plan,Bachelor,Unemployed,male,Single,306,30,2,3,contacting_branch_directly,SUV
316,316,316,316,316,316,316,316,316,Kumasi,No,extended_plan,College,Employed,female,Married,242,47,1,3,customer_call_centre,SUV
317,317,317,317,317,317,317,317,317,Accra,No,extended_plan,Bachelor,Employed,female,Married,196,73,1,2,contacting_agent,2-door_car
318,318,318,318,318,318,318,318,318,Accra,No,extended_plan,Bachelor,Employed,female,Single,278,69,1,3,customer_call_centre,SUV
319,319,319,319,319,319,319,319,319,Accra,Yes,primary_plan,Master,Employed,female,Married,138,9,1,2,via_the_web,4-door_car
320,320,320,320,320,320,320,320,320,Takoradi,No,primary_plan,College,Employed,female,Married,220,125,1,4,contacting_agent,SUV
321,321,321,321,321,321,321,321,321,Takoradi,Yes,primary_plan,Doctor,Employed,female,Married,132,138,7,2,contacting_branch_directly,4-door_car
322,322,322,322,322,322,322,322,322,Kumasi,No,primary_plan,Bachelor,Unemployed,male,Single,146,60,1,1,contacting_branch_directly,4-door_car
323,323,323,323,323,323,323,323,323,Accra,No,primary_plan,College,Unemployed,female,Single,146,4,5,2,customer_call_centre,4-door_car
324,324,324,324,324,324,324,324,324,Accra,No,extended_plan,Bachelor,Employed,male,Married,160,142,2,4,contacting_branch_directly,4-door_car
325,325,325,325,325,325,325,325,325,Accra,Yes,primary_plan,College,Unemployed,male,Married,204,150,2,1,contacting_branch_directly,SUV
326,326,326,326,326,326,326,326,326,Cape_coast,No,extended_plan,High School or Below,Unemployed,female,Single,196,103,2,2,via_the_web,4-door_car
327,327,327,327,327,327,327,327,327,Cape_coast,No,primary_plan,Bachelor,Employed,female,Married,130,9,1,2,via_the_web,4-door_car
328,328,328,328,328,328,328,328,328,Kumasi,No,primary_plan,College,Employed,female,Divorced,136,64,1,2,contacting_agent,4-door_car
329,329,329,329,329,329,329,329,329,Accra,No,extended_plan,Bachelor,Employed,male,Single,196,99,2,1,customer_call_centre,2-door_car
330,330,330,330,330,330,330,330,330,Accra,No,primary_plan,High School or Below,Unemployed,male,Single,126,4,1,2,contacting_agent,4-door_car
331,331,331,331,331,331,331,331,331,Accra,No,primary_plan,High School or Below,Unemployed,female,Married,222,116,9,3,via_the_web,SUV
332,332,332,332,332,332,332,332,332,Accra,No,primary_plan,College,Employed,female,Divorced,142,30,1,1,contacting_agent,2-door_car
333,333,333,333,333,333,333,333,333,Kumasi,No,extended_plan,High School or Below,Unemployed,male,Married,164,108,2,4,customer_call_centre,4-door_car
334,334,334,334,334,334,334,334,334,Takoradi,No,primary_plan,College,Employed,female,Married,140,73,5,1,customer_call_centre,4-door_car
335,335,335,335,335,335,335,335,335,Takoradi,No,primary_plan,High School or Below,Unemployed,male,Married,148,73,1,1,customer_call_centre,2-door_car
336,336,336,336,336,336,336,336,336,Accra,No,primary_plan,College,Employed,male,Married,134,26,2,1,contacting_agent,4-door_car
