,city,churn,type_of_plan,highest_level_education,work_status,sex,salary_monthly,relationship_status,payment_per_month,weeks_since_claim,open_policies,Renew Offer Type,reachability,claim_amount,type_of_vehicle
211,Accra,Yes,primary_plan,College,Retired,male,1831.206896551724,Single,134,120.0,5,1,contacting_agent,321.6,4-door_car
212,Tamale,No,extended_plan,College,Employed,male,14639.655172413792,Married,190,17.0,2,2,via_the_web,383.167471,2-door_car
213,Accra,No,primary_plan,High School or Below,Employed,female,13360.862068965518,Single,140,9.0,3,1,contacting_agent,307.963291,4-door_car
214,Takoradi,No,primary_plan,College,Employed,male,13982.241379310346,Divorced,148,30.0,1,4,contacting_agent,355.2,4-door_car
215,Kumasi,No,extended_plan,College,Employed,female,16656.896551724138,Married,170,26.0,3,4,customer_call_centre,520.364752,4-door_car
216,Kumasi,No,premium_plan,College,Employed,male,5191.379310344828,Married,318,86.0,1,4,contacting_agent,466.436375,Sports Car
217,Kumasi,Yes,extended_plan,High School or Below,Disabled,female,3807.0689655172414,Married,168,4.0,6,1,contacting_agent,451.670309,2-door_car
218,Tamale,Yes,primary_plan,High School or Below,Unemployed,female,0.0,Divorced,224,52.0,3,1,via_the_web,537.6,Sports Car
219,Accra,No,primary_plan,College,Employed,male,16978.103448275862,Married,144,82.0,1,2,contacting_branch_directly,345.6,4-door_car
220,Kumasi,No,primary_plan,Bachelor,Employed,female,16798.44827586207,Married,148,4.0,3,3,contacting_branch_directly,355.2,4-door_car
221,Accra,No,primary_plan,Bachelor,Employed,male,16184.48275862069,Divorced,138,4.0,8,1,customer_call_centre,331.2,4-door_car
222,Cape_coast,No,primary_plan,High School or Below,Employed,male,8683.793103448275,Divorced,144,39.0,9,1,customer_call_centre,428.734656,4-door_car
223,Tamale,Yes,extended_plan,High School or Below,Employed,male,5947.931034482759,Single,166,129.0,7,2,contacting_branch_directly,398.4,2-door_car
224,Kumasi,No,primary_plan,College,Disabled,female,2853.793103448276,Married,206,99.0,2,2,customer_call_centre,494.4,SUV
225,Kumasi,No,extended_plan,College,Employed,female,4618.448275862069,Married,154,30.0,5,3,contacting_branch_directly,369.6,4-door_car
226,Cape_coast,No,primary_plan,College,Unemployed,male,0.0,Single,148,9.0,9,1,contacting_branch_directly,831.752839,2-door_car
227,Cape_coast,Yes,primary_plan,High School or Below,Employed,female,7562.068965517242,Single,130,64.0,1,2,contacting_agent,156.124914,4-door_car
228,Takoradi,No,primary_plan,High School or Below,Employed,male,3702.413793103448,Married,228,56.0,9,1,contacting_agent,373.428187,SUV
229,Accra,No,primary_plan,Bachelor,Disabled,male,3133.448275862069,Married,132,34.0,9,1,contacting_agent,395.934815,4-door_car
230,Takoradi,Yes,primary_plan,Bachelor,Unemployed,female,0.0,Married,146,77.0,5,1,customer_call_centre,350.4,4-door_car
231,Takoradi,Yes,primary_plan,College,Employed,male,10503.448275862069,Single,128,43.0,2,2,contacting_agent,231.201886,2-door_car
232,Takoradi,No,extended_plan,High School or Below,Employed,male,7158.620689655173,Married,180,77.0,2,1,contacting_agent,289.904105,4-door_car
233,Kumasi,No,premium_plan,Bachelor,Unemployed,female,0.0,Married,304,52.0,1,1,via_the_web,729.6,SUV
234,Takoradi,No,primary_plan,High School or Below,Unemployed,male,0.0,Married,136,82.0,8,3,customer_call_centre,326.4,2-door_car
235,Accra,No,primary_plan,Bachelor,Employed,male,12449.655172413792,Married,146,13.0,8,1,contacting_branch_directly,350.4,2-door_car
236,Accra,No,primary_plan,Bachelor,Employed,female,9286.724137931034,Married,126,52.0,2,1,via_the_web,105.765111,4-door_car
237,Tamale,No,extended_plan,College,Employed,male,11456.206896551725,Divorced,272,34.0,3,2,contacting_branch_directly,639.464548,SUV
238,Tamale,No,primary_plan,College,Unemployed,male,0.0,Single,122,77.0,1,2,contacting_agent,292.8,4-door_car
239,Tamale,No,primary_plan,Bachelor,Employed,female,11206.379310344828,Single,126,30.0,1,2,contacting_agent,383.442328,4-door_car
240,Cape_coast,No,primary_plan,High School or Below,Employed,female,11113.793103448275,Married,132,77.0,3,2,contacting_agent,316.8,2-door_car
241,Takoradi,No,primary_plan,College,Employed,female,8037.586206896552,Married,134,95.0,2,3,contacting_agent,99.085943,4-door_car
242,Kumasi,No,primary_plan,College,Unemployed,female,0.0,Divorced,128,56.0,4,1,contacting_branch_directly,307.2,4-door_car
243,Accra,No,extended_plan,College,Employed,male,8618.620689655172,Married,168,26.0,5,2,via_the_web,566.935022,2-door_car
244,Accra,No,extended_plan,College,Unemployed,female,0.0,Single,182,9.0,1,1,contacting_agent,436.8,2-door_car
245,Accra,No,extended_plan,Bachelor,Disabled,male,2805.0,Divorced,172,26.0,1,3,contacting_agent,412.8,2-door_car
246,Takoradi,No,primary_plan,Bachelor,Employed,female,12414.827586206897,Divorced,128,17.0,3,4,contacting_agent,307.2,4-door_car
247,Takoradi,No,extended_plan,High School or Below,Unemployed,female,0.0,Married,162,13.0,2,4,customer_call_centre,388.8,4-door_car
248,Kumasi,No,extended_plan,Bachelor,Unemployed,male,0.0,Single,490,146.0,1,1,contacting_branch_directly,2345.413441,luxurious_suv
249,Accra,No,primary_plan,Master,Employed,male,7641.379310344828,Married,134,56.0,2,1,customer_call_centre,321.6,4-door_car
250,Takoradi,No,premium_plan,High School or Below,Retired,female,3410.689655172414,Divorced,216,56.0,1,3,via_the_web,773.470977,2-door_car
251,Cape_coast,No,primary_plan,Bachelor,Employed,female,11022.93103448276,Divorced,140,150.0,2,1,customer_call_centre,424.883448,2-door_car
252,Takoradi,No,primary_plan,Doctor,Employed,male,4866.206896551725,Single,218,56.0,8,1,customer_call_centre,523.2,SUV
253,Tamale,Yes,primary_plan,College,Retired,female,3633.2758620689656,Divorced,212,108.0,3,1,contacting_agent,508.8,SUV
254,Kumasi,No,extended_plan,Bachelor,Employed,male,10903.96551724138,Married,154,90.0,3,4,customer_call_centre,364.240307,4-door_car
255,Cape_coast,Yes,extended_plan,High School or Below,Retired,male,3619.4827586206898,Divorced,266,150.0,1,2,contacting_agent,638.4,SUV
256,Kumasi,No,extended_plan,Bachelor,Employed,female,16349.48275862069,Married,270,22.0,4,1,contacting_agent,354.729129,SUV
257,Accra,No,primary_plan,Master,Employed,female,6751.896551724139,Married,126,77.0,4,2,customer_call_centre,283.995953,2-door_car
258,Tamale,No,extended_plan,Bachelor,Employed,male,6471.379310344828,Married,168,9.0,2,3,contacting_branch_directly,403.2,4-door_car
259,Kumasi,No,primary_plan,Bachelor,Employed,female,13829.310344827589,Divorced,130,129.0,1,1,contacting_agent,20.543176,4-door_car
260,Accra,No,primary_plan,Bachelor,Unemployed,male,0.0,Married,124,138.0,2,1,contacting_agent,385.115437,4-door_car
261,Accra,No,primary_plan,College,Employed,female,5191.379310344828,Married,128,9.0,5,1,via_the_web,140.165035,4-door_car
262,Takoradi,No,primary_plan,College,Medical Leave,female,3742.7586206896553,Divorced,136,120.0,2,1,via_the_web,326.4,4-door_car
263,Takoradi,No,primary_plan,High School or Below,Employed,male,16332.93103448276,Married,134,99.0,4,2,contacting_agent,321.6,4-door_car
264,Accra,No,extended_plan,Bachelor,Employed,male,5581.896551724138,Married,166,73.0,6,1,contacting_agent,398.4,4-door_car
265,Kumasi,No,primary_plan,College,Medical Leave,male,2850.172413793104,Married,126,0.0,4,1,via_the_web,102.879769,4-door_car
266,Takoradi,No,extended_plan,Master,Employed,female,5518.275862068966,Single,188,120.0,2,2,customer_call_centre,56.868289,4-door_car
267,Takoradi,No,primary_plan,Bachelor,Employed,female,14082.06896551724,Married,144,90.0,8,1,contacting_agent,463.158502,2-door_car
268,Accra,No,extended_plan,College,Employed,male,12247.93103448276,Married,172,64.0,3,4,contacting_agent,205.444066,4-door_car
269,Takoradi,No,primary_plan,High School or Below,Unemployed,female,0.0,Single,206,86.0,1,2,customer_call_centre,741.6,Sports Car
270,Cape_coast,No,primary_plan,Master,Medical Leave,female,3591.7241379310344,Married,130,34.0,2,1,customer_call_centre,56.371967,2-door_car
271,Tamale,No,primary_plan,High School or Below,Unemployed,male,0.0,Single,226,82.0,7,1,contacting_branch_directly,813.6,SUV
272,Kumasi,No,premium_plan,High School or Below,Employed,male,9035.344827586208,Married,206,9.0,1,4,customer_call_centre,494.4,4-door_car
273,Takoradi,No,extended_plan,High School or Below,Unemployed,female,0.0,Married,266,13.0,1,1,contacting_agent,795.864079,Sports Car
274,Tamale,No,extended_plan,Bachelor,Employed,female,4583.275862068966,Married,256,26.0,1,2,contacting_agent,614.4,SUV
275,Kumasi,No,primary_plan,Master,Disabled,male,4394.137931034483,Married,130,64.0,3,1,via_the_web,72.438681,2-door_car
276,Takoradi,No,premium_plan,College,Employed,male,4149.137931034483,Divorced,222,129.0,5,1,contacting_branch_directly,532.8,4-door_car
277,Takoradi,No,premium_plan,High School or Below,Employed,female,12143.96551724138,Married,232,0.0,4,3,contacting_agent,67.881546,4-door_car
278,Accra,No,extended_plan,College,Unemployed,male,0.0,Single,152,142.0,2,3,contacting_branch_directly,402.636829,2-door_car
279,Kumasi,No,extended_plan,High School or Below,Employed,female,6841.206896551725,Married,184,9.0,1,2,contacting_branch_directly,641.388616,2-door_car
280,Cape_coast,No,extended_plan,College,Unemployed,male,0.0,Single,178,56.0,5,1,via_the_web,342.481173,4-door_car
281,Accra,No,primary_plan,Bachelor,Unemployed,male,0.0,Married,138,90.0,3,4,via_the_web,331.2,2-door_car
282,Cape_coast,No,primary_plan,High School or Below,Employed,male,9235.344827586208,Married,142,116.0,6,1,contacting_agent,340.8,4-door_car
283,Tamale,No,primary_plan,Bachelor,Employed,male,6478.275862068966,Married,132,82.0,1,1,contacting_agent,412.101933,2-door_car
284,Tamale,No,premium_plan,Bachelor,Employed,male,8320.51724137931,Single,216,60.0,3,1,contacting_branch_directly,73.700573,2-door_car
285,Takoradi,No,extended_plan,High School or Below,Employed,female,13540.0,Married,156,108.0,3,2,customer_call_centre,374.4,4-door_car
286,Takoradi,No,primary_plan,Bachelor,Employed,female,16579.8275862069,Married,146,99.0,3,1,customer_call_centre,350.4,4-door_car
287,Accra,No,primary_plan,Bachelor,Unemployed,male,0.0,Single,144,0.0,7,1,contacting_agent,345.6,4-door_car
288,Accra,No,primary_plan,High School or Below,Unemployed,male,0.0,Married,228,39.0,5,1,contacting_agent,722.024742,Sports Car
289,Tamale,No,primary_plan,College,Employed,male,12529.655172413792,Married,126,30.0,5,2,customer_call_centre,259.361117,4-door_car
290,Kumasi,No,premium_plan,Bachelor,Employed,female,17069.310344827587,Married,224,142.0,8,3,contacting_branch_directly,537.6,4-door_car
291,Accra,No,extended_plan,High School or Below,Employed,male,13705.862068965518,Married,182,82.0,3,4,contacting_agent,396.295614,4-door_car
292,Kumasi,No,extended_plan,Master,Employed,male,6155.862068965517,Married,450,90.0,8,1,contacting_branch_directly,358.281562,luxirious_car
293,Takoradi,No,primary_plan,Bachelor,Unemployed,female,0.0,Single,142,26.0,3,3,via_the_web,653.388564,4-door_car
294,Kumasi,No,premium_plan,High School or Below,Disabled,female,4491.206896551725,Married,236,73.0,6,1,customer_call_centre,121.032372,2-door_car
295,Takoradi,No,primary_plan,Doctor,Employed,male,12090.517241379312,Single,128,90.0,1,2,contacting_branch_directly,92.813396,4-door_car
296,Accra,No,primary_plan,College,Employed,male,9029.137931034484,Married,220,146.0,2,1,contacting_agent,528.0,SUV
297,Tamale,No,primary_plan,Bachelor,Unemployed,female,0.0,Married,132,108.0,1,2,contacting_branch_directly,159.636956,4-door_car
298,Takoradi,No,primary_plan,College,Employed,male,7201.724137931034,Married,144,0.0,9,2,contacting_branch_directly,476.156957,4-door_car
299,Kumasi,No,premium_plan,High School or Below,Unemployed,male,0.0,Divorced,202,69.0,8,3,via_the_web,727.2,4-door_car
300,Accra,No,primary_plan,College,Employed,male,5501.896551724138,Married,134,142.0,1,2,contacting_agent,321.6,4-door_car
301,Cape_coast,No,primary_plan,Bachelor,Employed,male,12077.758620689656,Married,136,64.0,8,4,via_the_web,42.078345,4-door_car
302,Kumasi,Yes,primary_plan,High School or Below,Retired,male,3393.620689655173,Married,234,73.0,9,1,via_the_web,561.6,Sports Car
303,Tamale,No,primary_plan,College,Employed,female,5330.344827586207,Married,224,30.0,2,1,contacting_agent,200.11606,SUV
304,Kumasi,No,extended_plan,Bachelor,Unemployed,female,0.0,Single,160,103.0,1,1,customer_call_centre,676.944023,4-door_car
305,Tamale,Yes,primary_plan,College,Unemployed,female,0.0,Divorced,236,60.0,4,1,contacting_agent,566.4,SUV
306,Accra,No,primary_plan,Bachelor,Unemployed,male,0.0,Married,232,0.0,2,2,customer_call_centre,830.623064,SUV
307,Kumasi,No,extended_plan,College,Employed,male,10369.827586206897,Single,264,34.0,3,3,via_the_web,580.473259,SUV
308,Kumasi,Yes,premium_plan,Bachelor,Employed,female,10995.51724137931,Divorced,222,77.0,1,2,contacting_agent,60.036683,4-door_car
309,Accra,Yes,primary_plan,Bachelor,Employed,female,4333.448275862069,Married,134,13.0,6,2,customer_call_centre,321.6,4-door_car
310,Kumasi,No,primary_plan,Bachelor,Employed,male,6389.137931034483,Married,122,22.0,6,1,contacting_agent,47.53101,4-door_car
311,Kumasi,Yes,primary_plan,High School or Below,Employed,female,10099.48275862069,Married,220,26.0,1,1,contacting_agent,303.872752,SUV
312,Accra,No,primary_plan,High School or Below,Employed,male,14802.93103448276,Married,146,13.0,6,4,contacting_agent,100.620067,4-door_car
313,Kumasi,No,primary_plan,Doctor,Employed,female,12172.758620689656,Married,232,34.0,3,3,customer_call_centre,481.339891,SUV
314,Kumasi,No,premium_plan,Master,Employed,female,5830.344827586207,Divorced,212,43.0,3,1,contacting_branch_directly,508.8,4-door_car
315,Kumasi,No,premium_plan,Bachelor,Unemployed,male,0.0,Single,306,30.0,2,3,contacting_branch_directly,1101.6,SUV
316,Kumasi,No,extended_plan,College,Employed,female,15455.517241379312,Married,242,47.0,1,3,customer_call_centre,86.320022,SUV
317,Accra,No,extended_plan,Bachelor,Employed,female,10356.551724137931,Married,196,73.0,1,2,contacting_agent,470.4,2-door_car
318,Accra,No,extended_plan,Bachelor,Employed,female,8628.275862068966,Single,278,69.0,1,3,customer_call_centre,667.2,SUV
319,Accra,Yes,primary_plan,Master,Employed,female,6318.96551724138,Married,138,9.0,1,2,via_the_web,56.60333,4-door_car
320,Takoradi,No,primary_plan,College,Employed,female,8733.275862068966,Married,220,125.0,1,4,contacting_agent,262.865172,SUV
321,Takoradi,Yes,primary_plan,Doctor,Employed,female,11884.655172413792,Married,132,138.0,7,2,contacting_branch_directly,309.577946,4-door_car
322,Kumasi,No,primary_plan,Bachelor,Unemployed,male,0.0,Single,146,60.0,1,1,contacting_branch_directly,350.4,4-door_car
323,Accra,No,primary_plan,College,Unemployed,female,0.0,Single,146,4.0,5,2,customer_call_centre,365.364581,4-door_car
324,Accra,No,extended_plan,Bachelor,Employed,male,6770.0,Married,160,142.0,2,4,contacting_branch_directly,384.0,4-door_car
325,Accra,Yes,primary_plan,College,Unemployed,male,0.0,Married,204,150.0,2,1,contacting_branch_directly,489.6,SUV
326,Cape_coast,No,extended_plan,High School or Below,Unemployed,female,0.0,Single,196,103.0,2,2,via_the_web,705.6,4-door_car
327,Cape_coast,No,primary_plan,Bachelor,Employed,female,7045.517241379311,Married,130,9.0,1,2,via_the_web,9.51528,4-door_car
328,Kumasi,No,primary_plan,College,Employed,female,6730.172413793103,Divorced,136,64.0,1,2,contacting_agent,244.564334,4-door_car
329,Accra,No,extended_plan,Bachelor,Employed,male,6021.206896551725,Single,196,99.0,2,1,customer_call_centre,639.105556,2-door_car
330,Accra,No,primary_plan,High School or Below,Unemployed,male,0.0,Single,126,4.0,1,2,contacting_agent,453.6,4-door_car
331,Accra,No,primary_plan,High School or Below,Unemployed,female,0.0,Married,222,116.0,9,3,via_the_web,532.8,SUV
332,Accra,No,primary_plan,College,Employed,female,4225.172413793103,Divorced,142,30.0,1,1,contacting_agent,511.2,2-door_car
333,Kumasi,No,extended_plan,High School or Below,Unemployed,male,0.0,Married,164,108.0,2,4,customer_call_centre,554.522969,4-door_car
334,Takoradi,No,primary_plan,College,Employed,female,9003.448275862069,Married,140,73.0,5,1,customer_call_centre,336.0,4-door_car
335,Takoradi,No,primary_plan,High School or Below,Unemployed,male,0.0,Married,148,73.0,1,1,customer_call_centre,402.449823,2-door_car
336,Accra,No,primary_plan,College,Employed,male,9233.448275862069,Married,134,26.0,2,1,contacting_agent,327.020539,4-door_car
337,Accra,No,primary_plan,Bachelor,Employed,male,5944.137931034483,Married,134,99.0,3,4,customer_call_centre,5.3953,4-door_car
338,Takoradi,No,primary_plan,Bachelor,Unemployed,female,0.0,Married,140,4.0,5,1,via_the_web,131.401291,4-door_car
339,Accra,No,extended_plan,College,Employed,male,11759.48275862069,Married,152,150.0,1,4,contacting_branch_directly,99.382943,2-door_car
340,Accra,No,primary_plan,High School or Below,Unemployed,female,0.0,Single,238,26.0,8,3,contacting_branch_directly,856.8,SUV
341,Accra,No,premium_plan,High School or Below,Employed,male,9256.896551724138,Married,308,86.0,2,4,customer_call_centre,739.2,SUV
342,Kumasi,No,primary_plan,High School or Below,Unemployed,male,0.0,Single,144,9.0,5,1,contacting_branch_directly,518.4,4-door_car
343,Accra,No,primary_plan,High School or Below,Unemployed,female,0.0,Single,122,120.0,1,2,via_the_web,292.8,4-door_car
344,Accra,Yes,primary_plan,High School or Below,Employed,female,12836.896551724138,Single,142,108.0,3,2,customer_call_centre,340.8,4-door_car
345,Cape_coast,No,primary_plan,Bachelor,Unemployed,female,0.0,Single,146,99.0,2,2,contacting_branch_directly,350.4,4-door_car
346,Kumasi,No,primary_plan,High School or Below,Medical Leave,male,5114.48275862069,Married,142,4.0,3,1,contacting_agent,340.8,4-door_car
347,Tamale,No,primary_plan,Master,Disabled,male,2703.448275862069,Divorced,128,86.0,8,4,via_the_web,260.879903,4-door_car
348,Cape_coast,No,extended_plan,Bachelor,Employed,female,8150.344827586207,Married,158,73.0,2,1,customer_call_centre,64.546877,4-door_car
